window_mV,mean_eta_V,mean_j_mA_cm2,slope_mV_dec,R2,points,start_eta_V,end_eta_V
5,0.0614963081550001,0.0008917500000000001,24.606675733867082,0.8707697931727745,6,0.05899708958000027,0.06399547291000007
5,0.06249603871000005,0.0009568333333333333,28.146927475620217,0.8170692024471835,6,0.059996443740000016,0.06499547290999996
5,0.06349571510000007,0.0010350000000000001,22.90319282053776,0.9431671274185504,6,0.06099676665999998,0.06599450208000013
5,0.06449539149000008,0.0011131666666666666,28.507198718400726,0.868899908623486,6,0.06199628021000003,0.06699482500000009
5,0.06549517621000009,0.0011651666666666668,33.680698143210954,0.6159916212955628,6,0.06299579583000026,0.06799498852999997
5,0.06649493367500005,0.00122375,34.99036331424529,0.5907695780269301,6,0.06399547291000007,0.06899434061999998
5,0.06749471805000003,0.0012758333333333335,35.35201165473829,0.5753577785318991,6,0.06499547290999996,0.06999417916000006
5,0.06849450242500006,0.0013279166666666667,44.65696508589182,0.4209912337185593,6,0.06599450208000013,0.07099417916000017
5,0.06949439478500004,0.0013539166666666667,50.83145142614937,0.8423484127560614,6,0.06699482500000009,0.07199385623999999
5,0.07049412534000002,0.0014190000000000001,40.85031866796746,0.8955023073288472,6,0.06799498852999997,0.07299320833
5,0.07149385555000007,0.0014841666666666666,53.02113232846839,0.860946050638184,6,0.06899434061999998,0.07399336979000014
5,0.0724936399250001,0.00153625,51.47748156242808,0.8813974558218525,6,0.06999417916000006,0.07499304687000019
5,0.0734933435700001,0.0016078333333333335,43.75058467033255,0.9123177614857318,6,0.07099417916000017,0.07599240103000016
5,0.07449293923000005,0.0017054999999999998,39.24427954521111,0.9043412921449846,6,0.07199385623999999,0.07699175311999995
5,0.07549256180000008,0.0017966666666666667,40.03076183072403,0.8998931532974153,6,0.07299320833,0.07799159166000003
5,0.07649242725000012,0.0018291666666666664,35.58663812619649,0.589017152625953,6,0.07399336979000014,0.07899240103000027
5,0.07749218471500012,0.0018877499999999999,36.18170364643753,0.3473233151947819,6,0.07499304687000019,0.0799919145800001
5,0.07849180763000008,0.0019788333333333333,35.544367596183434,0.354513340725216,6,0.07599240103000016,0.08099078435999997
5,0.07949148402000006,0.002057,34.1062054890841,0.45099164651896745,6,0.07699175311999995,0.08199045937000006
5,0.08049126839500009,0.002109083333333334,36.815028401939884,0.6602918734098555,6,0.07799159166000003,0.08299045937000016
5,0.08149099895000012,0.0021741666666666667,37.387501326225134,0.8894798605596095,6,0.07899240103000027,0.08398997499000016
5,0.08249035207500008,0.002330416666666667,35.44523054069847,0.8824175505553498,6,0.0799919145800001,0.08498851978
5,0.08348984009500009,0.0024540833333333333,43.55808890588343,0.843838424787731,6,0.08099078435999997,0.08598884270000018
5,0.08448954374000014,0.0025256666666666665,44.503368900569505,0.7257793792261077,6,0.08199045937000006,0.08698900623000028
5,0.08548916665500013,0.0026167499999999997,44.52511745224133,0.7251706215092139,6,0.08299045937000016,0.08798819686000003
5,0.08648860085500008,0.0027534166666666666,43.56477611176098,0.7261247952669593,6,0.08398997499000016,0.08898706456999994
5,0.0874882237700001,0.0028445,52.018387382517645,0.5515530331812417,6,0.08498851978,0.08998771248000013
5,0.08848806231000013,0.0028835,54.61396087149377,0.6595411860243746,6,0.08598884270000018,0.09098755102000022
5,0.08948763140500011,0.0029875833333333334,48.19459529040887,0.7323763934501816,6,0.08698900623000028,0.0919862572700001
5,0.0904870114400001,0.0031373333333333336,45.560646865681655,0.7332949444335587,6,0.08798819686000003,0.09298528644000004
5,0.09148649946000008,0.003261,44.83054622176942,0.7445527853724706,6,0.08898706456999994,0.09398512498000011
5,0.09248614928500012,0.0033455833333333337,45.002874780851364,0.9005964958669308,6,0.08998771248000013,0.09498496352000019
5,0.0934856642150001,0.00346275,50.04189046976556,0.7941316385867074,6,0.09098755102000022,0.09598480206000004
5,0.09448507116000007,0.0036060000000000003,81.41245194240061,0.8798067387518397,6,0.0919862572700001,0.09698399269000002
5,0.09548466682000009,0.0037036666666666663,104.34568862821696,0.9096017418223663,6,0.09298528644000004,0.0979838312300001
5,0.09648423557000012,0.003807833333333333,71.65761594613512,0.9118706970405516,6,0.09398512498000011,0.09898269894000022
5,0.09748361560500012,0.003957583333333333,51.439913294986724,0.9330551461393749,6,0.09498496352000019,0.0999814051900001
5,0.09848302255000009,0.004100833333333333,50.19322996621219,0.9509684632270015,6,0.09598480206000004,0.10098140518999998
5,0.0994820261900001,0.004341499999999999,39.43268759166835,0.9259222946251642,6,0.09698399269000002,0.10197882390000013
5,0.1004812164750001,0.004537083333333333,39.53190220328219,0.9237366322588846,6,0.0979838312300001,0.10297913440000017
5,0.10148024737000012,0.004771166666666667,43.662493130243526,0.9073003988555277,6,0.09898269894000022,0.10397801660000015
5,0.1024791426800001,0.005038,41.76539168607054,0.9070112441344281,6,0.0999814051900001,0.10497607080000004
5,0.10347803626500011,0.00530525,38.46066085152019,0.9294036091952216,6,0.10098140518999998,0.10597476670000018
5,0.10447658140000014,0.005656666666666667,38.8211289354584,0.930560925199681,6,0.10197882390000013,0.10697267600000004
5,0.10547590520000012,0.005819999999999999,38.73464564036137,0.7964979150266256,6,0.10297913440000017,0.10797476670000017
5,0.10647429060000012,0.00621,34.006552302791434,0.7961006739667363,6,0.10397801660000015,0.10896944679999998
5,0.10747234825000009,0.006679166666666667,29.402679589689143,0.802637093311238,6,0.10497607080000004,0.10996636250000003
5,0.10846995050000009,0.0072583333333333345,23.592454022052177,0.851761375010547,6,0.10597476670000018,0.11096168430000009
5,0.1094670145500001,0.0079675,20.37112598423958,0.9125371250335111,6,0.10697267600000004,0.11195715100000014
5,0.11046364735000008,0.008780833333333335,18.4163797280384,0.9893535039893657,6,0.10797476670000017,0.11295247279999998
5,0.11145836885000004,0.010055833333333335,18.67161090748352,0.9915487193432508,6,0.10896944679999998,0.11394309570000005
5,0.11245254870000007,0.011461666666666667,17.20586568760108,0.9925465029717212,6,0.10996636250000003,0.11493452590000008
5,0.11344519330000004,0.013238333333333333,15.877863349011173,0.9910570549244274,6,0.11096168430000009,0.11592223010000002
5,0.11443624745000004,0.015399166666666667,14.612084933935108,0.9956453792015494,6,0.11195715100000014,0.11690800919999988
5,0.11542455195000001,0.01822416666666667,13.349431086388243,0.9972483216439973,6,0.11295247279999998,0.11788697800000003
5,0.11640940645,0.0218825,12.628317084846922,0.9951304788942295,6,0.11394309570000005,0.1188615998
5,0.11739029690000002,0.026498333333333332,11.65589073841644,0.9971723426887417,6,0.11493452590000008,0.11982843840000013
5,0.11836605375,0.03235416666666666,11.094865430850012,0.9984952331349207,6,0.11592223010000002,0.12078906700000003
5,0.11933488990000005,0.03988166666666667,10.555555698621411,0.9994691912107058,6,0.11690800919999988,0.12173524700000016
5,0.12029498720000005,0.04952,10.232919954919439,0.9991991838644508,6,0.11788697800000003,0.12266859299999999
5,0.1212443067000001,0.061761666666666666,9.86119123030268,0.9991749713255371,6,0.1188615998,0.12358289500000019
5,0.12217977790000009,0.07734833333333334,9.519938368106187,0.999124158912192,6,0.11982843840000013,0.12447442699999998
5,0.1230977645000001,0.09715833333333335,9.150332211276327,0.9994473714114297,6,0.12078906700000003,0.1253363580000002
5,0.1239960240000001,0.12173333333333335,8.98212212752586,0.9996805487377278,6,0.12173524700000016,0.12617862400000002
5,0.12487634350000008,0.15064166666666667,9.074928907229785,0.9990441404710089,6,0.12266859299999999,0.12701716400000018
5,0.1257414485000001,0.183225,9.593917788868488,0.9946333251397427,6,0.12358289500000019,0.12785922299999997
5,0.12659541000000005,0.2185,10.655934483729785,0.9873735924081531,6,0.12447442699999998,0.12870666400000008
5,0.12744350650000005,0.25519166666666665,12.454111823225015,0.9828904561696346,6,0.1253363580000002,0.12956300599999993
5,0.12829170650000005,0.29185833333333333,14.901991803486245,0.9832735014627162,6,0.12617862400000002,0.13042555800000022
5,0.12914601300000006,0.32705,17.892640000530328,0.9832055625799757,6,0.12701716400000018,0.13130446299999998
5,0.13000911700000006,0.3601166666666667,21.490592838738873,0.9818818385706833,6,0.12785922299999997,0.1321957880000002
5,0.1308861245000001,0.38982500000000003,26.393984562208917,0.9726068809780225,6,0.12870666400000008,0.13312126800000001
5,0.13178165850000007,0.41505833333333336,33.87025523938212,0.9470384491642265,6,0.12956300599999993,0.13407986800000016
5,0.13269865150000013,0.4351083333333334,46.79505734564228,0.8980498997144313,6,0.13042555800000022,0.13506496400000012
5,0.1336416575000001,0.44887499999999997,70.32139146166789,0.7601756155624213,6,0.13130446299999998,0.13608359400000003
5,0.1346128500000001,0.4558333333333333,80.03318975240624,0.2339482578496881,6,0.1321957880000002,0.13713161799999996
5,0.13509626240000006,0.45983999999999997,-37.25943365323132,0.0236945954065126,5,0.13312126800000001,0.13713161799999996
5,0.13611261540000005,0.45588999999999996,-109.69428090516554,0.7812510137016726,5,0.13407986800000016,0.13820303300000014
5,0.13715645800000006,0.44530000000000003,-70.6725037336317,0.9376582283672631,5,0.13506496400000012,0.1392990810000001
5,0.13822377440000005,0.42904,-53.0901143813058,0.9763725035426453,5,0.13608359400000003,0.1404015460000001
5,0.13930914120000007,0.40842,-43.78518702105939,0.9903352369946329,5,0.13713161799999996,0.1415104279999999
5,0.14040655540000005,0.38488999999999995,-38.44492575134996,0.9962683580461121,5,0.13820303300000014,0.14261868900000008
5,0.14150972420000002,0.35997,-35.65957877938902,0.9984858481913609,5,0.1392990810000001,0.14371887699999997
5,0.14261326560000004,0.33496000000000004,-33.768776911091436,0.9994866127550482,5,0.1404015460000001,0.1448167880000002
5,0.1437153166,0.31031,-32.34275952555967,0.9993666905512695,5,0.1415104279999999,0.145911801
5,0.1448114060000001,0.2871,-31.824144504428112,0.9996899746786243,5,0.14261868900000008,0.1469908750000002
5,0.1459006644000001,0.26554,-31.702656608821826,0.9997756986032851,5,0.14371887699999997,0.1480649810000001
5,0.14698247080000013,0.24578000000000003,-32.538501215069736,0.9993251820067013,5,0.1448167880000002,0.14912790900000017
5,0.14805570740000007,0.22809,-34.16116675512295,0.9991946552522828,5,0.145911801,0.150182971
5,0.1491203742000001,0.21247000000000002,-35.40457865165035,0.9991932055463452,5,0.1469908750000002,0.15123513500000008
5,0.1501780858000001,0.19853,-37.17249659357692,0.9994736686953078,5,0.1480649810000001,0.15227943300000013
5,0.1512290078000001,0.18623,-38.7592116643824,0.9992106562366563,5,0.14912790900000017,0.15331959100000003
5,0.15227492040000007,0.17514000000000002,-40.172699940959305,0.9992652310092902,5,0.150182971,0.15435747200000005
5,0.15331623760000007,0.16516,-42.25349478543618,0.9993957117356435,5,0.15123513500000008,0.15538955700000012
5,0.15435295940000007,0.15628999999999998,-44.218521444817405,0.9988208271311673,5,0.15227943300000013,0.156418744
5,0.15538649340000008,0.14819,-46.06000481388157,0.9991645021295754,5,0.15331959100000003,0.1574471030000002
5,0.15641717080000006,0.14078,-47.82047284306375,0.9999069059320946,5,0.15435747200000005,0.15847297800000004
5,0.15744470180000014,0.13413,-49.442895430040174,0.9992837150878399,5,0.15538955700000012,0.15949512700000024
5,0.15847036980000012,0.12793000000000002,-50.70897895377357,0.9993187813300861,5,0.156418744,0.16051789700000005
5,0.15949396780000014,0.12223000000000002,-53.120065853936495,0.999217880198322,5,0.1574471030000002,0.16153673400000026
5,0.16051599260000013,0.11691,-54.10301105564677,0.9996428495248487,5,0.15847297800000004,0.16255722699999997
5,0.16153665120000013,0.11192000000000002,-53.914330497642155,0.9996238398570977,5,0.15949512700000024,0.16357627100000016
5,0.1625561920000001,0.1072,-54.910063476584774,0.9995097398910368,5,0.16051789700000005,0.164592831
5,0.1635742424000001,0.10284,-55.90707480738376,0.9987496876862347,5,0.16153673400000026,0.1656081490000001
5,0.16459154760000005,0.09866000000000001,-58.29270229861581,0.9993629274867604,5,0.16255722699999997,0.16662325999999994
5,0.16560748660000008,0.09480999999999999,-60.45073674531439,0.9998598848827592,5,0.16357627100000016,0.16763692200000024
5,0.16662255620000005,0.09117,-60.17967652183809,0.9997668743558068,5,0.164592831,0.16865161900000003
5,0.16763621820000005,0.08787,-63.05112272536581,0.9966888421572125,5,0.1656081490000001,0.16966114099999996
5,0.16864921780000003,0.08473,-65.80071018131315,0.9968056399170897,5,0.16662325999999994,0.17067314700000003
5,0.16966155500000007,0.08175000000000002,-66.85340217739012,0.997337532616101,5,0.16763692200000024,0.17168494600000006
5,0.17067343680000005,0.07887999999999999,-66.81913770145464,0.9973102647579295,5,0.16865161900000003,0.17269633100000004
5,0.17168411800000002,0.0763,-66.22030909278605,0.9982777100364439,5,0.16966114099999996,0.17370502499999985
5,0.1726947164,0.07374,-69.49785990841103,0.9974144054000958,5,0.17067314700000003,0.17471413299999994
5,0.1737043212,0.07142,-75.9425003218463,0.9960081966698331,5,0.17168494600000006,0.17572117100000018
5,0.1747133464,0.06924,-79.46056152765799,0.9988373820494362,5,0.17269633100000004,0.17673007200000002
5,0.17572133659999994,0.06731000000000001,-82.26945214976855,0.9975857854878556,5,0.17370502499999985,0.1777362819999999
5,0.176729451,0.06534999999999999,-79.97431207109993,0.9957882787568283,5,0.17471413299999994,0.17874559700000003
5,0.17773690300000003,0.06355000000000001,-80.0215508777828,0.9957392342469059,5,0.17572117100000018,0.1797513930000001
5,0.1787442722,0.061770000000000005,-83.15995900242999,0.9954812378142859,5,0.17673007200000002,0.18075801700000005
5,0.17975106179999997,0.06013,-84.65363980413696,0.9944621449463745,5,0.1777362819999999,0.18176401999999992
5,0.1807577686,0.05850999999999999,-91.8146138693186,0.9995653610358298,5,0.17874559700000003,0.18276981599999997
5,0.18176377160000004,0.05706,-90.82850286157398,0.9997890405586698,5,0.1797513930000001,0.18377561200000025
5,0.18276952620000006,0.05567,-95.40656874455787,0.998635629018186,5,0.18075801700000005,0.18478016600000013
5,0.18377490820000006,0.05437000000000001,-99.76560166124732,0.9980386589450887,5,0.18176401999999992,0.18578492700000004
5,0.1847802488000001,0.053079999999999995,-99.16499598672954,0.9976758424413,5,0.18276981599999997,0.1867907230000001
5,0.18578498910000013,0.051934999999999995,-106.49351832019218,0.992280406816037,5,0.18377561200000025,0.18779351750000006
5,0.18678957208000005,0.050828000000000005,-106.64831224323409,0.9922570668921498,5,0.18478016600000013,0.1887985269000001
5,0.18779386112000007,0.049791999999999996,-114.66090174746151,0.9894170885267319,5,0.18578492700000004,0.18980161120000005
5,0.18879823296000006,0.048736,-114.51411440788603,0.9892743712570363,5,0.1867907230000001,0.19080678620000002
5,0.18980225290000008,0.047765,-106.11757918620431,0.9954572330497455,5,0.18779351750000006,0.19181082270000016
5,0.19080642602000006,0.04675700000000001,-108.76757557672386,0.9949491327929744,5,0.1887985269000001,0.1928143831
5,0.19181008164000005,0.045874000000000005,-114.17219074612206,0.9853655089730798,5,0.18980161120000005,0.19381680499999998
5,0.19281396082000007,0.044937,-124.12454274573128,0.9940644910076768,5,0.19080678620000002,0.19482100710000005
5,0.1938171941600001,0.044156,-135.45811586243877,0.9904497105081063,5,0.19181082270000016,0.19582295290000018
5,0.19481994312000006,0.043491999999999996,-152.91944014860795,0.9737234221748883,5,0.1928143831,0.1968245675
5,0.19582291978000005,0.042773000000000005,-138.35552896272895,0.9646643289473601,5,0.19381680499999998,0.19782926639999987
5,0.19682563562000002,0.042117,-153.70880815751323,0.9585155049224132,5,0.19482100710000005,0.1988303842000001
5,0.19782802854000012,0.041539000000000006,-148.47929223949146,0.9662879360154307,5,0.19582295290000018,0.19983297170000025
5,0.19883048770000006,0.040944999999999995,-150.7722745107169,0.9639972070194424,5,0.1968245675,0.20083524870000002
5,0.19983284750000005,0.040375,-198.4415769186542,0.9810671159180258,5,0.19782926639999987,0.20183636650000003
5,0.2008349133600001,0.039876,-171.47470700211719,0.9824751642590562,5,0.1988303842000001,0.20283959569999999
5,0.20183701648000008,0.039368,-182.34502943192928,0.980015766212662,5,0.19983297170000025,0.20384089980000009
5,0.20283918584000005,0.038844000000000004,-167.16744668085934,0.9775307619537691,5,0.20083524870000002,0.2048438185000001
5,0.20384128482,0.038336999999999996,-157.53350510548722,0.9877703478084348,5,0.20183636650000003,0.20584574359999985
5,0.20484335482000005,0.037837,-184.81432755365955,0.9752764873998389,5,0.20283959569999999,0.20684671650000008
5,0.2058449073200001,0.03746200000000001,-209.1918354226034,0.9218043681512882,5,0.20384089980000009,0.20784735820000022
5,0.20684668752000007,0.037032,-248.77292992134116,0.9563778729810678,5,0.2048438185000001,0.20884980080000015
5,0.2078477846200001,0.03676700000000001,-301.4698464894512,0.8768307244532683,5,0.20584574359999985,0.20984930400000001
5,0.2088484967000001,0.036595,-333.1598321086112,0.6780301639745671,5,0.20684671650000008,0.21084930400000013
5,0.20984972628000015,0.036298,-229.2832826349309,0.6983763127936526,5,0.20784735820000022,0.21185286440000017
5,0.21085121668000012,0.035938,-186.02714255418263,0.740610028982308,5,0.20884980080000015,0.21285481020000008
5,0.21185250836000005,0.035626000000000005,-165.13456913730099,0.9429984524280522,5,0.20984930400000001,0.21385625919999995
5,0.2128539325200001,0.035282,-171.49349008577494,0.8935081002198637,5,0.21084930400000013,0.2148564248
5,0.21385548502000007,0.03490700000000001,-296.67905026052483,0.8899734405312257,5,0.21185286440000017,0.21585706650000014
5,0.21485677670000003,0.034595,-298.68134047307643,0.8914147733940165,5,0.21285481020000008,0.21685932279999998
5,0.21585767921999996,0.034377000000000005,-315.4286718436202,0.8689201165474362,5,0.21385625919999995,0.21785932279999987
5,0.2168586811,0.034135000000000006,-255.5326353198756,0.9372618047272444,5,0.2148564248,0.2188612686
5,0.21786010112000004,0.033792,-203.445793898754,0.9388211035342339,5,0.21585706650000014,0.21986352490000027
5,0.21886139280000005,0.033479999999999996,-227.8027095379649,0.8990625121524699,5,0.21685932279999998,0.22086352490000016
5,0.21986207176000003,0.033316,-224.73590551500246,0.6366326840383728,5,0.21785932279999987,0.22186271759999987
5,0.22086310676000007,0.033066,-307.37238746065526,0.5499991858796639,5,0.2188612686,0.22286449780000006
5,0.22186404654000005,0.03283900000000001,-295.54362395593324,0.5553715498543763,5,0.21986352490000027,0.2238659675000001
5,0.22286492008000006,0.032628000000000004,-220.08236727686815,0.8499403654276839,5,0.22086352490000016,0.22486789260000006
5,0.22386543758,0.032503000000000004,-209.94028088570357,0.6875533760505755,5,0.22186271759999987,0.22586611239999987
5,0.22486653882000004,0.032237,-250.04348430266182,0.6171415058292004,5,0.22286449780000006,0.22686822380000016
5,0.2258672840200001,0.032057,-283.19426440756905,0.4485293723740268,5,0.2238659675000001,0.22786822380000027
5,0.22686796298000003,0.031893,-279.7553404421571,0.4650076920808759,5,0.22486789260000006,0.2288693623
5,0.22786835214,0.031799,-316.181092063355,0.8935927786199247,5,0.22586611239999987,0.22986983839999997
5,0.2288692256800001,0.031588,-464.39503288090265,0.944733974086514,5,0.22686822380000016,0.23087048010000014
5,0.22986971006000007,0.031471,-470.3906906229135,0.9329389884358084,5,0.22786822380000027,0.23187064570000016
5,0.23087032278000005,0.031323000000000004,-627.7490166050147,0.9786501018598538,5,0.2288693623,0.2328712874000001
5,0.23187074092000007,0.031222,-708.5726265544309,0.9602618764121689,5,0.22986983839999997,0.2338714529999999
5,0.23287132466000007,0.031080999999999998,-488.3608674153145,0.8847317727409649,5,0.23087048010000014,0.2348727571
5,0.23387168070000006,0.030995,-500.5152370542089,0.7954142254705993,5,0.23187064570000016,0.2358722603000003
5,0.23487226444000006,0.030854000000000003,-444.443916389756,0.8103076264791859,5,0.2328712874000001,0.23687356440000018
5,0.2358725915000001,0.030775000000000004,-441.89001975821515,0.563455692239091,5,0.2338714529999999,0.23787292270000004
5,0.2368731090000001,0.03065,-483.16229815458996,0.5345088258575241,5,0.2348727571,0.23887404050000005
5,0.23787356026000014,0.030541000000000002,-392.4353763821541,0.8066107435790425,5,0.2358722603000003,0.23987501340000028
5,0.23937377485000014,0.030489166666666668,-17.702882921162505,0.0010631235404254282,6,0.23687356440000018,0.24187242590000002
5,0.2398738169400001,0.030479,19.64989511894801,0.002267419388914437,5,0.23787292270000004,0.24187242590000002
5,0.24087410674000012,0.030409000000000002,137.810009839007,0.09096531918111628,5,0.23887404050000005,0.24287437170000015
5,0.24187433444000014,0.030354,-1.6063718511857683,1.5077364950671432e-05,5,0.23987501340000028,0.24387517900000022
5,0.24337450280000011,0.03031333333333333,-227.56586923384998,0.23052298697941045,6,0.24087468220000008,0.24587453729999997
5,0.2438744669200001,0.030321999999999998,-252.3267625544043,0.49290392632301366,5,0.24187242590000002,0.24587453729999997
5,0.24487491818000012,0.030213,4.351942589032318,3.1649427288983155e-05,5,0.24287437170000015,0.24687468220000008
5,0.2458751127600001,0.030166,215.56945751921774,0.06051343029666166,5,0.24387517900000022,0.24787534460000016
5,0.24737506860000005,0.030176666666666668,164.10933454464566,0.06827913626093578,6,0.24487582070000014,0.24987387490000001
5,0.24787491818000004,0.030213,-15.488645220115004,0.0008673828695614059,5,0.24587453729999997,0.24987387490000001
5,0.24887517486000008,0.030151,-70.7776376610423,0.02015607850296702,5,0.24687468220000008,0.25087582070000014
5,0.25037520315000017,0.030144166666666666,144.008588340836,0.04489748234692886,6,0.24787534460000016,0.2528750134000002
5,0.25137490645000016,0.030215833333333334,282.3606077150907,0.28949812052802354,6,0.2488761519,0.2538735644000001
5,0.2523745269500001,0.0303075,248.74790435171218,0.16660687901859403,6,0.24987387490000001,0.25487387490000013
5,0.2533744752000002,0.030320000000000003,528.467868767341,0.8446731619491454,6,0.25087582070000014,0.2558735644000003
5,0.25437407155000014,0.0304175,630.1725995348294,0.7531730090915003,6,0.2518750134000003,0.25687339880000004
5,0.2553735333500001,0.030547500000000002,458.843937796933,0.7627698623834512,6,0.2528750134000002,0.2578717842
5,0.2563730469000001,0.030665,524.8672484190703,0.7062490751124453,6,0.2538735644000001,0.25887209470000005
5,0.25737258805000013,0.030775833333333336,428.5695081604691,0.8903851103022414,6,0.25487387490000013,0.25987081130000034
5,0.25837183595000013,0.030957500000000002,332.1288438069046,0.9145297993022621,6,0.2558735644000003,0.2608693623
5,0.25937100105000005,0.03115916666666667,299.17681632654484,0.9432212195213047,6,0.25687339880000004,0.26186855499999995
5,0.2603703007000001,0.03132833333333334,344.39690332329786,0.825013188626643,6,0.2578717842,0.26286919669999986
5,0.26136949340000004,0.03152333333333333,294.4530871458737,0.8810689988833653,6,0.25887209470000005,0.2638669404
5,0.2623686861,0.03171833333333334,355.92258456119697,0.8225601167670379,6,0.25987081130000034,0.2648672509
5,0.2633676097,0.03197833333333333,270.71465474527264,0.7894552725871832,6,0.2608693623,0.2658643529
5,0.26436650224999986,0.03224583333333333,214.71729660768491,0.8641570422522581,6,0.26186855499999995,0.2668627175999998
5,0.2653651809,0.032565,177.89136650843398,0.9564754694407073,6,0.26286919669999986,0.2678606269000001
5,0.26636348350000005,0.032975000000000004,172.539790147104,0.9595547487232299,6,0.2638669404,0.2688590123000001
5,0.26736189305,0.03335916666666667,162.4079776531241,0.9872350631991852,6,0.2648672509,0.26985739770000006
5,0.2683601163,0.03378833333333334,196.3975097686282,0.9856624444254363,6,0.2658643529,0.2708565904
5,0.2693582567500001,0.0342375,181.39272286212545,0.9747784483086669,6,0.2668627175999998,0.2718531956000001
5,0.2703562109000001,0.03473166666666667,161.43055688109962,0.9624355479972101,6,0.2678606269000001,0.27285044250000023
5,0.27135397530000005,0.035271666666666666,136.80469520313994,0.9666016059793952,6,0.2688590123000001,0.27384721330000006
5,0.27235179145000005,0.03579916666666667,132.06469037536044,0.9791010229092583,6,0.26985739770000006,0.27484590919999996
5,0.27334917635000006,0.03643083333333333,120.28675412074733,0.9884640358061509,6,0.2708565904,0.2758417071000001
5,0.27434620935000004,0.0371475,122.9675256817837,0.989817147623027,6,0.2718531956000001,0.2768387884000001
5,0.27534313540000005,0.03789,115.47373547245991,0.9870296048930272,6,0.27285044250000023,0.27783475189999995
5,0.27633984755,0.038684166666666665,107.04006318205269,0.9870763002152396,6,0.27384721330000006,0.2788307153999998
5,0.27733661144999994,0.03946583333333334,102.38513912754448,0.9968533320783822,6,0.27484590919999996,0.2798277967
5,0.2783327578,0.04039666666666667,101.713091610578,0.996403572514225,6,0.2758417071000001,0.2808227873000002
5,0.27932882480000004,0.04134666666666668,96.33542072468977,0.9964870027370312,6,0.2768387884000001,0.28181810910000005
5,0.28032440535,0.04241416666666667,90.30895047349873,0.9926021835911493,6,0.27783475189999995,0.2828122716999999
5,0.2813197168,0.04354666666666668,83.83514947296122,0.9934800410315532,6,0.2788307153999998,0.2838066206000001
5,0.28231489370000007,0.04471166666666667,80.32747648613459,0.9990948883553455,6,0.2798277967,0.2848017768000002
5,0.2833094254500001,0.046032500000000004,78.7650673147904,0.9987262231775588,6,0.2808227873000002,0.2857949872000001
5,0.28430380540000005,0.04739000000000001,77.7368450130517,0.9989351509708646,6,0.28181810910000005,0.28678906699999995
5,0.2852977575500001,0.04885083333333334,76.45422481514701,0.9982583769891914,6,0.2828122716999999,0.28778182200000013
5,0.28629154410000013,0.05035166666666666,74.47066249416733,0.9984979029877765,6,0.2838066206000001,0.28877499100000015
5,0.28728475450000013,0.051991666666666665,69.7460050198484,0.9980371864996483,6,0.2848017768000002,0.28976588300000006
5,0.28827759920000007,0.05372000000000001,69.1075498319378,0.9981802198837172,6,0.2857949872000001,0.2907588449999998
5,0.28926995400000005,0.055566666666666674,66.12929745725148,0.9985865239793169,6,0.28678906699999995,0.2917491160000001
