Sept. 21, 2026   14:54:08
Linear Sweep Voltammetry
File: ss310_sheet_lsv 5 mvs 11.83 ohm
Data Source:  Experiment
Instrument Model:  CHI660D
Header: 
Note: 

Init E (V) = 0.2
Final E (V) = 0.9
Scan Rate (V/s) = 0.005
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.01

Results:

Channel 1:
0.512, 7.730e-5
0.513, 7.568e-5
0.514, 7.395e-5
0.515, 7.229e-5
0.516, 7.081e-5
0.517, 6.928e-5
0.518, 6.773e-5
0.519, 6.659e-5
0.520, 6.549e-5
0.521, 6.436e-5
0.522, 6.329e-5
0.523, 6.236e-5
0.524, 6.153e-5
0.525, 6.046e-5
0.526, 5.985e-5
0.527, 5.916e-5
0.528, 5.843e-5
0.529, 5.805e-5
0.530, 5.760e-5
0.531, 5.718e-5
0.532, 5.700e-5
0.533, 5.664e-5
0.534, 5.644e-5
0.535, 5.643e-5
0.536, 5.637e-5
0.537, 5.679e-5
0.538, 5.703e-5
0.539, 5.732e-5
0.540, 5.758e-5
0.541, 5.802e-5
0.542, 5.861e-5
0.543, 5.943e-5
0.544, 6.000e-5
0.545, 6.088e-5
0.546, 6.177e-5
0.547, 6.272e-5
0.548, 6.376e-5
0.549, 6.493e-5
0.550, 6.621e-5
0.551, 6.751e-5
0.552, 6.929e-5
0.553, 7.101e-5
0.554, 7.287e-5
0.555, 7.496e-5
0.556, 7.684e-5
0.557, 7.905e-5
0.558, 8.145e-5
0.559, 8.426e-5
0.560, 8.721e-5
0.561, 8.993e-5
0.562, 9.295e-5
0.563, 9.640e-5
0.564, 1.002e-4
0.565, 1.037e-4
0.566, 1.082e-4
0.567, 1.123e-4
0.568, 1.167e-4
0.569, 1.217e-4
0.570, 1.264e-4
0.571, 1.316e-4
0.572, 1.376e-4
0.573, 1.434e-4
0.574, 1.495e-4
0.575, 1.564e-4
0.576, 1.633e-4
0.577, 1.706e-4
0.578, 1.780e-4
0.579, 1.865e-4
0.580, 1.949e-4
0.581, 2.037e-4
0.582, 2.134e-4
0.583, 2.229e-4
0.584, 2.330e-4
0.585, 2.437e-4
0.586, 2.549e-4
0.587, 2.668e-4
0.588, 2.789e-4
0.589, 2.919e-4
0.590, 3.053e-4
0.591, 3.189e-4
0.592, 3.333e-4
0.593, 3.483e-4
0.594, 3.638e-4
0.595, 3.797e-4
0.596, 3.968e-4
0.597, 4.141e-4
0.598, 4.322e-4
0.599, 4.508e-4
0.600, 4.695e-4
0.601, 4.895e-4
0.602, 5.096e-4
0.603, 5.306e-4
0.604, 5.522e-4
0.605, 5.743e-4
0.606, 5.972e-4
0.607, 6.205e-4
0.608, 6.449e-4
0.609, 6.696e-4
0.610, 6.951e-4
0.611, 7.213e-4
0.612, 7.482e-4
0.613, 7.756e-4
0.614, 8.036e-4
0.615, 8.316e-4
0.616, 8.610e-4
0.617, 8.910e-4
0.618, 9.214e-4
0.619, 9.528e-4
0.620, 9.845e-4
0.621, 1.017e-3
0.622, 1.050e-3
0.623, 1.083e-3
0.624, 1.118e-3
0.625, 1.152e-3
0.626, 1.187e-3
0.627, 1.223e-3
0.628, 1.259e-3
0.629, 1.296e-3
0.630, 1.334e-3
0.631, 1.372e-3
0.632, 1.410e-3
0.633, 1.450e-3
0.634, 1.489e-3
0.635, 1.529e-3
0.636, 1.570e-3
0.637, 1.611e-3
0.638, 1.653e-3
0.639, 1.695e-3
0.640, 1.738e-3
0.641, 1.781e-3
0.642, 1.825e-3
0.643, 1.869e-3
0.644, 1.913e-3
0.645, 1.958e-3
0.646, 2.004e-3
0.647, 2.050e-3
0.648, 2.096e-3
0.649, 2.143e-3
0.650, 2.189e-3
0.651, 2.237e-3
0.652, 2.285e-3
0.653, 2.332e-3
0.654, 2.381e-3
0.655, 2.429e-3
0.656, 2.478e-3
0.657, 2.528e-3
0.658, 2.577e-3
0.659, 2.627e-3
0.660, 2.678e-3
0.661, 2.728e-3
0.662, 2.779e-3
0.663, 2.831e-3
0.664, 2.882e-3
0.665, 2.934e-3
0.666, 2.986e-3
0.667, 3.039e-3
0.668, 3.092e-3
0.669, 3.145e-3
0.670, 3.198e-3
0.671, 3.251e-3
0.672, 3.305e-3
0.673, 3.358e-3
0.674, 3.413e-3
0.675, 3.467e-3
0.676, 3.522e-3
0.677, 3.577e-3
0.678, 3.632e-3
0.679, 3.686e-3
0.680, 3.742e-3
0.681, 3.797e-3
0.682, 3.853e-3
0.683, 3.909e-3
0.684, 3.965e-3
0.685, 4.022e-3
0.686, 4.079e-3
0.687, 4.135e-3
0.688, 4.192e-3
0.689, 4.249e-3
0.690, 4.307e-3
0.691, 4.365e-3
0.692, 4.423e-3
0.693, 4.481e-3
0.694, 4.539e-3
0.695, 4.598e-3
0.696, 4.657e-3
0.697, 4.716e-3
0.698, 4.776e-3
0.699, 4.835e-3
0.700, 4.894e-3
0.701, 4.954e-3
0.702, 5.014e-3
0.703, 5.074e-3
0.704, 5.134e-3
0.705, 5.194e-3
0.706, 5.254e-3
0.707, 5.315e-3
0.708, 5.375e-3
0.709, 5.437e-3
0.710, 5.498e-3
0.711, 5.559e-3
0.712, 5.620e-3
0.713, 5.682e-3
0.714, 5.742e-3
0.715, 5.804e-3
0.716, 5.865e-3
0.717, 5.928e-3
0.718, 5.991e-3
0.719, 6.052e-3
0.720, 6.114e-3
0.721, 6.176e-3
0.722, 6.238e-3
0.723, 6.300e-3
0.724, 6.363e-3
0.725, 6.425e-3
0.726, 6.487e-3
0.727, 6.549e-3
0.728, 6.612e-3
0.729, 6.675e-3
0.730, 6.737e-3
0.731, 6.799e-3
0.732, 6.862e-3
0.733, 6.924e-3
0.734, 6.987e-3
0.735, 7.050e-3
0.736, 7.113e-3
0.737, 7.176e-3
0.738, 7.239e-3
0.739, 7.302e-3
0.740, 7.365e-3
0.741, 7.428e-3
0.742, 7.492e-3
0.743, 7.556e-3
0.744, 7.619e-3
0.745, 7.682e-3
0.746, 7.745e-3
0.747, 7.809e-3
0.748, 7.873e-3
0.749, 7.937e-3
0.750, 8.000e-3
0.751, 8.064e-3
0.752, 8.128e-3
0.753, 8.192e-3
0.754, 8.256e-3
0.755, 8.320e-3
0.756, 8.384e-3
0.757, 8.448e-3
0.758, 8.513e-3
0.759, 8.577e-3
0.760, 8.641e-3
0.761, 8.706e-3
0.762, 8.771e-3
0.763, 8.836e-3
0.764, 8.901e-3
0.765, 8.965e-3
0.766, 9.030e-3
0.767, 9.095e-3
0.768, 9.160e-3
0.769, 9.225e-3
0.770, 9.291e-3
0.771, 9.356e-3
0.772, 9.422e-3
0.773, 9.487e-3
0.774, 9.552e-3
0.775, 9.618e-3
0.776, 9.684e-3
0.777, 9.749e-3
0.778, 9.815e-3
0.779, 9.881e-3
0.780, 9.947e-3
0.781, 1.001e-2
0.782, 1.008e-2
0.783, 1.015e-2
0.784, 1.021e-2
0.785, 1.028e-2
0.786, 1.035e-2
0.787, 1.041e-2
0.788, 1.048e-2
0.789, 1.055e-2
0.790, 1.061e-2
0.791, 1.068e-2
0.792, 1.075e-2
0.793, 1.081e-2
0.794, 1.088e-2
0.795, 1.095e-2
0.796, 1.102e-2
0.797, 1.109e-2
0.798, 1.115e-2
0.799, 1.122e-2
0.800, 1.129e-2
0.801, 1.136e-2
0.802, 1.143e-2
0.803, 1.150e-2
0.804, 1.157e-2
0.805, 1.163e-2
0.806, 1.170e-2
0.807, 1.177e-2
0.808, 1.184e-2
0.809, 1.191e-2
0.810, 1.198e-2
0.811, 1.205e-2
0.812, 1.212e-2
0.813, 1.219e-2
0.814, 1.226e-2
0.815, 1.233e-2
0.816, 1.240e-2
0.817, 1.247e-2
0.818, 1.254e-2
0.819, 1.261e-2
0.820, 1.268e-2
0.821, 1.275e-2
0.822, 1.282e-2
0.823, 1.289e-2
0.824, 1.297e-2
0.825, 1.304e-2
0.826, 1.311e-2
0.827, 1.318e-2
0.828, 1.325e-2
0.829, 1.332e-2
0.830, 1.340e-2
0.831, 1.347e-2
0.832, 1.354e-2
0.833, 1.361e-2
0.834, 1.368e-2
0.835, 1.376e-2
0.836, 1.383e-2
0.837, 1.390e-2
0.838, 1.398e-2
0.839, 1.405e-2
0.840, 1.412e-2
0.841, 1.419e-2
0.842, 1.427e-2
0.843, 1.434e-2
0.844, 1.441e-2
0.845, 1.448e-2
0.846, 1.455e-2
0.847, 1.463e-2
0.848, 1.470e-2
0.849, 1.477e-2
0.850, 1.484e-2
0.851, 1.491e-2
0.852, 1.498e-2
0.853, 1.506e-2
0.854, 1.513e-2
0.855, 1.520e-2
0.856, 1.527e-2
0.857, 1.534e-2
0.858, 1.541e-2
0.859, 1.549e-2
0.860, 1.556e-2
0.861, 1.563e-2
0.862, 1.570e-2
0.863, 1.578e-2
0.864, 1.585e-2
0.865, 1.592e-2
0.866, 1.600e-2
0.867, 1.607e-2
0.868, 1.614e-2
0.869, 1.621e-2
0.870, 1.628e-2
0.871, 1.636e-2
0.872, 1.643e-2
0.873, 1.650e-2
0.874, 1.657e-2
0.875, 1.665e-2
0.876, 1.672e-2
0.877, 1.679e-2
0.878, 1.686e-2
0.879, 1.694e-2
0.880, 1.701e-2
0.881, 1.708e-2
0.882, 1.715e-2
0.883, 1.723e-2
0.884, 1.730e-2
0.885, 1.737e-2
0.886, 1.744e-2
0.887, 1.751e-2
0.888, 1.759e-2
0.889, 1.766e-2
0.890, 1.773e-2
0.891, 1.780e-2
0.892, 1.787e-2
0.893, 1.794e-2
0.894, 1.802e-2
0.895, 1.809e-2
0.896, 1.816e-2
0.897, 1.824e-2
0.898, 1.831e-2
0.899, 1.838e-2
