Sept. 21, 2026   15:06:56
Linear Sweep Voltammetry
File: ss310_sheet_lsv 1 mvs 11.83 ohm.bin
Data Source:  Experiment
Instrument Model:  CHI660D
Header: 
Note: 

Init E (V) = 0.2
Final E (V) = 0.9
Scan Rate (V/s) = 0.001
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.01

Results:

Channel 1:
0.319, 4.034e-6
0.320, 4.034e-6
0.321, 4.034e-6
0.322, 4.065e-6
0.323, 4.096e-6
0.324, 4.190e-6
0.325, 4.134e-6
0.326, 4.234e-6
0.327, 4.202e-6
0.328, 4.221e-6
0.329, 4.321e-6
0.330, 4.334e-6
0.331, 4.334e-6
0.332, 4.371e-6
0.333, 4.396e-6
0.334, 4.409e-6
0.335, 4.434e-6
0.336, 4.496e-6
0.337, 4.477e-6
0.338, 4.502e-6
0.339, 4.540e-6
0.340, 4.559e-6
0.341, 4.609e-6
0.342, 4.646e-6
0.343, 4.658e-6
0.344, 4.596e-6
0.345, 4.658e-6
0.346, 4.740e-6
0.347, 4.733e-6
0.348, 4.715e-6
0.349, 4.733e-6
0.350, 4.758e-6
0.351, 4.783e-6
0.352, 4.815e-6
0.353, 4.808e-6
0.354, 4.852e-6
0.355, 4.840e-6
0.356, 4.921e-6
0.357, 4.890e-6
0.358, 4.921e-6
0.359, 4.983e-6
0.360, 4.908e-6
0.361, 4.958e-6
0.362, 4.990e-6
0.363, 5.002e-6
0.364, 5.033e-6
0.365, 4.983e-6
0.366, 5.015e-6
0.367, 5.046e-6
0.368, 5.121e-6
0.369, 5.090e-6
0.370, 5.115e-6
0.371, 5.177e-6
0.372, 5.171e-6
0.373, 5.146e-6
0.374, 5.177e-6
0.375, 5.177e-6
0.376, 5.221e-6
0.377, 5.283e-6
0.378, 5.246e-6
0.379, 5.290e-6
0.380, 5.290e-6
0.381, 5.283e-6
0.382, 5.365e-6
0.383, 5.402e-6
0.384, 5.390e-6
0.385, 5.346e-6
0.386, 5.408e-6
0.387, 5.440e-6
0.388, 5.433e-6
0.389, 5.446e-6
0.390, 5.508e-6
0.391, 5.546e-6
0.392, 5.558e-6
0.393, 5.571e-6
0.394, 5.571e-6
0.395, 5.658e-6
0.396, 5.708e-6
0.397, 5.671e-6
0.398, 5.690e-6
0.399, 5.783e-6
0.400, 5.721e-6
0.401, 5.815e-6
0.402, 5.896e-6
0.403, 5.852e-6
0.404, 5.940e-6
0.405, 5.958e-6
0.406, 5.958e-6
0.407, 6.071e-6
0.408, 6.064e-6
0.409, 6.058e-6
0.410, 6.096e-6
0.411, 6.183e-6
0.412, 6.264e-6
0.413, 6.277e-6
0.414, 6.277e-6
0.415, 6.408e-6
0.416, 6.489e-6
0.417, 6.521e-6
0.418, 6.602e-6
0.419, 6.614e-6
0.420, 6.796e-6
0.421, 6.808e-6
0.422, 7.002e-6
0.423, 7.096e-6
0.424, 7.177e-6
0.425, 7.358e-6
0.426, 7.545e-6
0.427, 7.833e-6
0.428, 8.095e-6
0.429, 8.408e-6
0.430, 8.745e-6
0.431, 9.245e-6
0.432, 9.783e-6
0.433, 1.047e-5
0.434, 1.123e-5
0.435, 1.234e-5
0.436, 1.344e-5
0.437, 1.483e-5
0.438, 1.652e-5
0.439, 1.868e-5
0.440, 2.137e-5
0.441, 2.472e-5
0.442, 2.859e-5
0.443, 3.353e-5
0.444, 3.980e-5
0.445, 4.772e-5
0.446, 5.753e-5
0.447, 6.937e-5
0.448, 8.253e-5
0.449, 9.691e-5
0.450, 1.107e-4
0.451, 1.222e-4
0.452, 1.303e-4
0.453, 1.353e-4
0.454, 1.369e-4
0.455, 1.352e-4
0.456, 1.310e-4
0.457, 1.258e-4
0.458, 1.190e-4
0.459, 1.120e-4
0.460, 1.043e-4
0.461, 9.690e-5
0.462, 9.007e-5
0.463, 8.365e-5
0.464, 7.758e-5
0.465, 7.243e-5
0.466, 6.748e-5
0.467, 6.322e-5
0.468, 5.932e-5
0.469, 5.571e-5
0.470, 5.260e-5
0.471, 4.991e-5
0.472, 4.736e-5
0.473, 4.503e-5
0.474, 4.276e-5
0.475, 4.109e-5
0.476, 3.946e-5
0.477, 3.800e-5
0.478, 3.661e-5
0.479, 3.545e-5
0.480, 3.425e-5
0.481, 3.314e-5
0.482, 3.210e-5
0.483, 3.132e-5
0.484, 3.062e-5
0.485, 2.991e-5
0.486, 2.928e-5
0.487, 2.879e-5
0.488, 2.814e-5
0.489, 2.772e-5
0.490, 2.715e-5
0.491, 2.674e-5
0.492, 2.634e-5
0.493, 2.592e-5
0.494, 2.549e-5
0.495, 2.517e-5
0.496, 2.475e-5
0.497, 2.437e-5
0.498, 2.395e-5
0.499, 2.352e-5
0.500, 2.316e-5
0.501, 2.284e-5
0.502, 2.253e-5
0.503, 2.219e-5
0.504, 2.179e-5
0.505, 2.153e-5
0.506, 2.126e-5
0.507, 2.094e-5
0.508, 2.067e-5
0.509, 2.029e-5
0.510, 2.008e-5
0.511, 1.999e-5
0.512, 1.986e-5
0.513, 1.954e-5
0.514, 1.939e-5
0.515, 1.926e-5
0.516, 1.917e-5
0.517, 1.908e-5
0.518, 1.896e-5
0.519, 1.897e-5
0.520, 1.899e-5
0.521, 1.906e-5
0.522, 1.901e-5
0.523, 1.913e-5
0.524, 1.922e-5
0.525, 1.936e-5
0.526, 1.953e-5
0.527, 1.986e-5
0.528, 1.998e-5
0.529, 2.034e-5
0.530, 2.063e-5
0.531, 2.101e-5
0.532, 2.131e-5
0.533, 2.187e-5
0.534, 2.229e-5
0.535, 2.289e-5
0.536, 2.337e-5
0.537, 2.407e-5
0.538, 2.472e-5
0.539, 2.546e-5
0.540, 2.620e-5
0.541, 2.699e-5
0.542, 2.780e-5
0.543, 2.875e-5
0.544, 2.966e-5
0.545, 3.077e-5
0.546, 3.185e-5
0.547, 3.318e-5
0.548, 3.457e-5
0.549, 3.608e-5
0.550, 3.748e-5
0.551, 3.910e-5
0.552, 4.065e-5
0.553, 4.255e-5
0.554, 4.455e-5
0.555, 4.674e-5
0.556, 4.899e-5
0.557, 5.139e-5
0.558, 5.384e-5
0.559, 5.654e-5
0.560, 5.952e-5
0.561, 6.261e-5
0.562, 6.562e-5
0.563, 6.904e-5
0.564, 7.270e-5
0.565, 7.636e-5
0.566, 8.011e-5
0.567, 8.471e-5
0.568, 8.918e-5
0.569, 9.376e-5
0.570, 9.885e-5
0.571, 1.040e-4
0.572, 1.098e-4
0.573, 1.155e-4
0.574, 1.216e-4
0.575, 1.279e-4
0.576, 1.348e-4
0.577, 1.420e-4
0.578, 1.494e-4
0.579, 1.575e-4
0.580, 1.658e-4
0.581, 1.743e-4
0.582, 1.835e-4
0.583, 1.931e-4
0.584, 2.030e-4
0.585, 2.136e-4
0.586, 2.242e-4
0.587, 2.359e-4
0.588, 2.475e-4
0.589, 2.602e-4
0.590, 2.729e-4
0.591, 2.867e-4
0.592, 3.007e-4
0.593, 3.153e-4
0.594, 3.303e-4
0.595, 3.463e-4
0.596, 3.626e-4
0.597, 3.793e-4
0.598, 3.973e-4
0.599, 4.153e-4
0.600, 4.343e-4
0.601, 4.537e-4
0.602, 4.732e-4
0.603, 4.940e-4
0.604, 5.151e-4
0.605, 5.371e-4
0.606, 5.596e-4
0.607, 5.828e-4
0.608, 6.063e-4
0.609, 6.308e-4
0.610, 6.558e-4
0.611, 6.814e-4
0.612, 7.079e-4
0.613, 7.349e-4
0.614, 7.621e-4
0.615, 7.900e-4
0.616, 8.189e-4
0.617, 8.486e-4
0.618, 8.785e-4
0.619, 9.094e-4
0.620, 9.407e-4
0.621, 9.725e-4
0.622, 1.005e-3
0.623, 1.038e-3
0.624, 1.071e-3
0.625, 1.106e-3
0.626, 1.141e-3
0.627, 1.175e-3
0.628, 1.211e-3
0.629, 1.247e-3
0.630, 1.284e-3
0.631, 1.322e-3
0.632, 1.360e-3
0.633, 1.398e-3
0.634, 1.437e-3
0.635, 1.477e-3
0.636, 1.516e-3
0.637, 1.557e-3
0.638, 1.598e-3
0.639, 1.639e-3
0.640, 1.681e-3
0.641, 1.723e-3
0.642, 1.765e-3
0.643, 1.808e-3
0.644, 1.851e-3
0.645, 1.895e-3
0.646, 1.940e-3
0.647, 1.984e-3
0.648, 2.029e-3
0.649, 2.075e-3
0.650, 2.120e-3
0.651, 2.166e-3
0.652, 2.212e-3
0.653, 2.257e-3
0.654, 2.304e-3
0.655, 2.352e-3
0.656, 2.399e-3
0.657, 2.447e-3
0.658, 2.495e-3
0.659, 2.542e-3
0.660, 2.591e-3
0.661, 2.639e-3
0.662, 2.688e-3
0.663, 2.737e-3
0.664, 2.786e-3
0.665, 2.836e-3
0.666, 2.886e-3
0.667, 2.936e-3
0.668, 2.986e-3
0.669, 3.036e-3
0.670, 3.087e-3
0.671, 3.138e-3
0.672, 3.189e-3
0.673, 3.239e-3
0.674, 3.290e-3
0.675, 3.341e-3
0.676, 3.392e-3
0.677, 3.444e-3
0.678, 3.495e-3
0.679, 3.546e-3
0.680, 3.598e-3
0.681, 3.649e-3
0.682, 3.700e-3
0.683, 3.752e-3
0.684, 3.805e-3
0.685, 3.857e-3
0.686, 3.909e-3
0.687, 3.963e-3
0.688, 4.016e-3
0.689, 4.069e-3
0.690, 4.123e-3
0.691, 4.177e-3
0.692, 4.231e-3
0.693, 4.285e-3
0.694, 4.340e-3
0.695, 4.395e-3
0.696, 4.450e-3
0.697, 4.505e-3
0.698, 4.560e-3
0.699, 4.616e-3
0.700, 4.674e-3
0.701, 4.730e-3
0.702, 4.786e-3
0.703, 4.843e-3
0.704, 4.898e-3
0.705, 4.954e-3
0.706, 5.011e-3
0.707, 5.068e-3
0.708, 5.125e-3
0.709, 5.181e-3
0.710, 5.238e-3
0.711, 5.294e-3
0.712, 5.352e-3
0.713, 5.409e-3
0.714, 5.467e-3
0.715, 5.526e-3
0.716, 5.585e-3
0.717, 5.646e-3
0.718, 5.704e-3
0.719, 5.763e-3
0.720, 5.821e-3
0.721, 5.880e-3
0.722, 5.939e-3
0.723, 5.998e-3
0.724, 6.057e-3
0.725, 6.115e-3
0.726, 6.173e-3
0.727, 6.232e-3
0.728, 6.292e-3
0.729, 6.353e-3
0.730, 6.412e-3
0.731, 6.472e-3
0.732, 6.532e-3
0.733, 6.591e-3
0.734, 6.653e-3
0.735, 6.714e-3
0.736, 6.776e-3
0.737, 6.837e-3
0.738, 6.897e-3
0.739, 6.958e-3
0.740, 7.020e-3
0.741, 7.081e-3
0.742, 7.142e-3
0.743, 7.203e-3
0.744, 7.263e-3
0.745, 7.325e-3
0.746, 7.388e-3
0.747, 7.448e-3
0.748, 7.508e-3
0.749, 7.571e-3
0.750, 7.633e-3
0.751, 7.694e-3
0.752, 7.757e-3
0.753, 7.820e-3
0.754, 7.883e-3
0.755, 7.945e-3
0.756, 8.007e-3
0.757, 8.068e-3
0.758, 8.128e-3
0.759, 8.191e-3
0.760, 8.254e-3
0.761, 8.318e-3
0.762, 8.378e-3
0.763, 8.439e-3
0.764, 8.503e-3
0.765, 8.567e-3
0.766, 8.630e-3
0.767, 8.691e-3
0.768, 8.754e-3
0.769, 8.816e-3
0.770, 8.877e-3
0.771, 8.940e-3
0.772, 9.002e-3
0.773, 9.064e-3
0.774, 9.129e-3
0.775, 9.190e-3
0.776, 9.250e-3
0.777, 9.314e-3
0.778, 9.377e-3
0.779, 9.442e-3
0.780, 9.506e-3
0.781, 9.567e-3
0.782, 9.629e-3
0.783, 9.690e-3
0.784, 9.754e-3
0.785, 9.818e-3
0.786, 9.878e-3
0.787, 9.938e-3
0.788, 9.999e-3
0.789, 1.006e-2
0.790, 1.012e-2
0.791, 1.019e-2
0.792, 1.026e-2
0.793, 1.032e-2
0.794, 1.038e-2
0.795, 1.044e-2
0.796, 1.050e-2
0.797, 1.057e-2
0.798, 1.063e-2
0.799, 1.070e-2
0.800, 1.076e-2
0.801, 1.082e-2
0.802, 1.088e-2
0.803, 1.095e-2
0.804, 1.101e-2
0.805, 1.107e-2
0.806, 1.114e-2
0.807, 1.120e-2
0.808, 1.127e-2
0.809, 1.133e-2
0.810, 1.140e-2
0.811, 1.146e-2
0.812, 1.152e-2
0.813, 1.159e-2
0.814, 1.165e-2
0.815, 1.171e-2
0.816, 1.177e-2
0.817, 1.184e-2
0.818, 1.190e-2
0.819, 1.196e-2
0.820, 1.203e-2
0.821, 1.209e-2
0.822, 1.216e-2
0.823, 1.223e-2
0.824, 1.229e-2
0.825, 1.236e-2
0.826, 1.242e-2
0.827, 1.248e-2
0.828, 1.255e-2
0.829, 1.261e-2
0.830, 1.267e-2
0.831, 1.273e-2
0.832, 1.280e-2
0.833, 1.286e-2
0.834, 1.293e-2
0.835, 1.300e-2
0.836, 1.306e-2
0.837, 1.313e-2
0.838, 1.319e-2
0.839, 1.326e-2
0.840, 1.332e-2
0.841, 1.339e-2
0.842, 1.346e-2
0.843, 1.352e-2
0.844, 1.359e-2
0.845, 1.365e-2
0.846, 1.371e-2
0.847, 1.378e-2
0.848, 1.384e-2
0.849, 1.391e-2
0.850, 1.397e-2
0.851, 1.403e-2
0.852, 1.410e-2
0.853, 1.417e-2
0.854, 1.423e-2
0.855, 1.429e-2
0.856, 1.435e-2
0.857, 1.442e-2
0.858, 1.448e-2
0.859, 1.454e-2
0.860, 1.461e-2
0.861, 1.468e-2
0.862, 1.475e-2
0.863, 1.481e-2
0.864, 1.488e-2
0.865, 1.494e-2
0.866, 1.500e-2
0.867, 1.507e-2
0.868, 1.513e-2
0.869, 1.519e-2
0.870, 1.525e-2
0.871, 1.532e-2
0.872, 1.538e-2
0.873, 1.545e-2
0.874, 1.553e-2
0.875, 1.559e-2
0.876, 1.566e-2
0.877, 1.572e-2
0.878, 1.579e-2
0.879, 1.586e-2
0.880, 1.593e-2
0.881, 1.599e-2
0.882, 1.605e-2
0.883, 1.612e-2
0.884, 1.618e-2
0.885, 1.625e-2
0.886, 1.631e-2
0.887, 1.637e-2
0.888, 1.643e-2
0.889, 1.650e-2
0.890, 1.657e-2
0.891, 1.664e-2
0.892, 1.670e-2
0.893, 1.677e-2
0.894, 1.683e-2
0.895, 1.690e-2
0.896, 1.696e-2
0.897, 1.703e-2
0.898, 1.709e-2
0.899, 1.716e-2
